5.6,2.9,3.6,1.3,Bad
6.7,3.1,4.4,1.4,Bad
5.6,3.0,4.5,1.5,Bad
5.8,2.7,4.1,1.0,Bad
6.2,2.2,4.5,1.5,Bad
5.6,2.5,3.9,1.1,Bad
5.9,3.2,4.8,1.8,Bad
6.1,2.8,4.0,1.3,Bad
6.3,2.5,4.9,1.5,Bad
6.1,2.8,4.7,1.2,Bad
6.4,2.9,4.3,1.3,Bad
6.6,3.0,4.4,1.4,Bad
6.8,2.8,4.8,1.4,Bad
6.7,3.0,5.0,1.7,Bad
6.0,2.9,4.5,1.5,Bad
5.7,2.6,3.5,1.0,Bad
5.5,2.4,3.8,1.1,Bad
5.5,2.4,3.7,1.0,Bad
5.8,2.7,3.9,1.2,Bad
6.0,2.7,5.1,1.6,Bad
5.4,3.0,4.5,1.5,Bad
6.0,3.4,4.5,1.6,Bad
6.7,3.1,4.7,1.5,Bad
6.3,2.3,4.4,1.3,Bad
5.6,3.0,4.1,1.3,Bad
5.5,2.5,4.0,1.3,Bad
5.5,2.6,4.4,1.2,Bad
6.1,3.0,4.6,1.4,Bad
5.8,2.6,4.0,1.2,Bad
5.0,2.3,3.3,1.0,Bad
5.6,2.7,4.2,1.3,Bad
5.7,3.0,4.2,1.2,Bad
5.7,2.9,4.2,1.3,Bad
6.2,2.9,4.3,1.3,Bad
5.1,2.5,3.0,1.1,Bad
5.7,2.8,4.1,1.3,Bad
6.3,3.3,6.0,2.5,Mixed
5.8,2.7,5.1,1.9,Mixed
7.1,3.0,5.9,2.1,Mixed
6.3,2.9,5.6,1.8,Mixed
6.5,3.0,5.8,2.2,Mixed
7.6,3.0,6.6,2.1,Mixed
4.9,2.5,4.5,1.7,Mixed
7.3,2.9,6.3,1.8,Mixed
6.7,2.5,5.8,1.8,Mixed
7.2,3.6,6.1,2.5,Mixed
6.5,3.2,5.1,2.0,Mixed
6.4,2.7,5.3,1.9,Mixed
6.8,3.0,5.5,2.1,Mixed
5.7,2.5,5.0,2.0,Mixed
5.8,2.8,5.1,2.4,Mixed
6.4,3.2,5.3,2.3,Mixed
6.5,3.0,5.5,1.8,Mixed
7.7,3.8,6.7,2.2,Mixed
7.7,2.6,6.9,2.3,Mixed
6.0,2.2,5.0,1.5,Mixed
6.9,3.2,5.7,2.3,Mixed
5.6,2.8,4.9,2.0,Mixed
7.7,2.8,6.7,2.0,Mixed
6.3,2.7,4.9,1.8,Mixed
6.7,3.3,5.7,2.1,Mixed
7.2,3.2,6.0,1.8,Mixed
6.2,2.8,4.8,1.8,Mixed
6.1,3.0,4.9,1.8,Mixed
6.4,2.8,5.6,2.1,Mixed
7.2,3.0,5.8,1.6,Mixed
7.4,2.8,6.1,1.9,Mixed
7.9,3.8,6.4,2.0,Mixed
6.4,2.8,5.6,2.2,Mixed
6.3,2.8,5.1,1.5,Mixed
6.1,2.6,5.6,1.4,Mixed
7.7,3.0,6.1,2.3,Mixed
6.3,3.4,5.6,2.4,Mixed
6.4,3.1,5.5,1.8,Mixed
6.0,3.0,4.8,1.8,Mixed
6.9,3.1,5.4,2.1,Mixed
6.7,3.1,5.6,2.4,Mixed
6.9,3.1,5.1,2.3,Mixed
5.8,2.7,5.1,1.9,Mixed
6.8,3.2,5.9,2.3,Mixed
6.7,3.3,5.7,2.5,Mixed
6.7,3.0,5.2,2.3,Mixed
6.3,2.5,5.0,1.9,Mixed
6.5,3.0,5.2,2.0,Mixed
6.2,3.4,5.4,2.3,Mixed
5.9,3.0,5.1,1.8,Mixed

